T: Gene names,LFQ intensity BZ1,LFQ intensity BZ10,LFQ intensity BZ11,LFQ intensity BZ12,LFQ intensity BZ13,LFQ intensity BZ14,LFQ intensity BZ15,LFQ intensity BZ16,LFQ intensity BZ17,LFQ intensity BZ18,LFQ intensity BZ19,LFQ intensity BZ2,LFQ intensity BZ20,LFQ intensity BZ21,LFQ intensity BZ22,LFQ intensity BZ23,LFQ intensity BZ24,LFQ intensity BZ25,LFQ intensity BZ26,LFQ intensity BZ27,LFQ intensity BZ28,LFQ intensity BZ29,LFQ intensity BZ3,LFQ intensity BZ30,LFQ intensity BZ31,LFQ intensity BZ32,LFQ intensity BZ33,LFQ intensity BZ34,LFQ intensity BZ35,LFQ intensity BZ36,LFQ intensity BZ37,LFQ intensity BZ38,LFQ intensity BZ39,LFQ intensity BZ4,LFQ intensity BZ40,LFQ intensity BZ41,LFQ intensity BZ42,LFQ intensity BZ43,LFQ intensity BZ44,LFQ intensity BZ45,LFQ intensity BZ46,LFQ intensity BZ47,LFQ intensity BZ48,LFQ intensity BZ49,LFQ intensity BZ5,LFQ intensity BZ50,LFQ intensity BZ51,LFQ intensity BZ52,LFQ intensity BZ53,LFQ intensity BZ54,LFQ intensity BZ55,LFQ intensity BZ56,LFQ intensity BZ57,LFQ intensity BZ58,LFQ intensity BZ59,LFQ intensity BZ6,LFQ intensity BZ60,LFQ intensity BZ7,LFQ intensity BZ8,LFQ intensity BZ9
TXNDC9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COX7A2L,0,0,0,0,0,0,0,0,0,0,3171400,0,4624100,4858200,3835200,3466400,3423000,0,0,0,0,7750900,0,10719000,0,0,0,20775000,47738000,25359000,11147000,13868000,0,0,0,0,6360900,9696400,8955200,23775000,33978000,44304000,93820000,90868000,0,60695000,30656000,13666000,0,0,0,0,0,0,0,0,0,0,0,0
GAPDHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPB6,0,0,0,0,0,0,0,0,0,0,0,1987400,0,0,0,0,0,0,0,0,0,0,39663000,0,0,0,0,0,0,0,0,0,0,5223800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFAB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14993000,23635000,18270000,18289000,12634000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYB561D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COPE,0,0,0,0,0,0,0,0,0,0,0,0,7713700,7741200,4476900,5252000,0,0,0,5932100,6439400,4108700,0,5017200,0,7400600,7750300,11854000,22428000,11483000,9421400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF1AX;EIF1AY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5743000,0,0,0,0,0,0,0,0,0,0,4331800,0,0,0,0,0,0,0,0,0,0,3523800,0,0,0,0,0,0,0,0,0,0,2225300,0,2503700,2996400,0
AP3D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1627200,0,0,1817300,0,2262600,37548000,24322000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOR1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4574400,0,0,0,0,0,0,0,0,0,0,1547200,0,0,0,0,0,0,0,0,0,0,869010,0,0,0,0,0,0,0,0,0,0,761430,0,0,0,0
TOR1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2369000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM10,0,0,0,0,1825300,16772000,23736000,6061700,1465100,1753200,1857300,0,0,1678100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11448000,0,13452000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53I11,0,12914000,8614600,0,6306500,6033100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7939200,11074000,0,9222600,11717000,9653800,0,10774000,13665000,0,10904000,0,0,0,0,0,0,5999500,6310000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4035200,12227000,18708000
PTGES,0,13264000,31350000,66979000,48165000,40341000,26470000,17530000,16154000,18086000,0,0,28503000,23971000,19009000,29521000,18642000,15842000,0,0,0,17417000,0,11863000,14484000,0,13550000,0,8718000,11391000,0,10077000,0,0,0,0,0,7611200,6781100,5368400,0,0,0,7245000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3394000,6440100
ACOT8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100200,0,0,0,0,0,0,0,0,0,0,914090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDIPT,0,18428000,28358000,39538000,15505000,0,0,1759300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4790600
PDCD5,0,0,0,0,0,0,0,0,0,0,0,8262000,0,0,0,0,0,0,0,0,0,0,4876400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRMT5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24995000,6261700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC9A3R1,0,1711100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1809500
TPP1,0,8336200,7156300,9785700,8846400,7038900,15126000,9809500,0,7124100,4418300,0,0,0,3860800,0,6850100,0,0,0,9901900,0,13410000,0,0,0,0,9800600,0,11233000,14251000,15020000,0,71161000,0,0,0,0,7314000,0,7301000,0,0,0,51184000,0,0,0,0,0,0,0,0,0,0,25699000,0,46704000,24683000,15646000
TNPO2,0,0,0,2460300,2823100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2410200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30870000,537830000,30288000,58154000,0,0,0,0,0,0,0,0,19847000,77116000,39820000,8755900,2817800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCAMP3,0,9975700,19079000,19563000,5144600,2888700,5627400,5216900,5047500,3048200,4830300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8049800
BCKDK,0,0,0,0,0,0,0,0,0,5506400,4781400,0,9295700,6364300,11494000,11980000,15736000,10135000,20277000,14461000,24095000,13999000,0,33273000,23948000,9428500,10324000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13122000,0,18365000,0,0,0,0,0,0,0,0,0,0,0,0
MGST3,0,33951000,82241000,176610000,209040000,130350000,196980000,145330000,115950000,106470000,87008000,0,65838000,58626000,56701000,48651000,53731000,66605000,64610000,59898000,107340000,113570000,719250,159590000,29751000,157280000,174760000,139890000,83674000,98013000,137890000,125060000,82973000,0,69149000,101460000,91974000,107390000,91048000,70383000,97272000,31023000,78100000,82356000,0,70955000,41754000,76820000,41103000,54414000,45856000,0,0,0,0,0,0,0,4211300,17943000
TAX1BP3,0,0,0,0,0,0,0,0,0,0,0,7783200,0,0,0,0,0,0,0,0,0,0,7389100,0,0,0,0,0,0,0,0,0,0,1824900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIPC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3364900,0,0,0,0,0,0,0,0,0,0,1444200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIMM23;TIMM23B,0,4019000,6072400,13338000,6854300,7798700,3327400,2047500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1741400
CASK,0,0,0,0,0,2662400,2951100,1884400,1326900,1019100,0,0,0,0,0,0,0,1482800,6217500,16592000,24631000,10914000,0,5440400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UQCRQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5349300,74925000,0,64267000,18535000,0,0,0,16800000,0,0,0,0,0,0,44007000,70726000,119630000,205660000,293360000,310840000,145130000,127300000,99854000,0,77449000,46525000,42789000,26317000,22963000,31552000,32448000,0,29571000,0,0,0,0,0,0
MYL12A;MYL12B,0,0,0,0,0,0,0,0,0,0,0,4593400,0,0,0,0,0,0,0,0,0,0,2521900,0,0,0,0,0,0,0,0,0,0,0,0,0,9506000,19567000,21650000,20644000,13602000,0,4138600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UQCR11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGS,0,0,0,0,0,0,0,2399900,1822600,1352200,3473500,0,3121000,4813100,4726100,6129300,5564500,7738900,4873300,16793000,11591000,18369000,0,4567700,0,0,0,0,0,0,0,0,0,2147000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLGN,0,0,0,0,0,4053700,9129000,24950000,34721000,38315000,35635000,0,19667000,25280000,16858000,23422000,17256000,16740000,15973000,12306000,0,12550000,0,12542000,6811100,6904300,6451800,4155000,10186000,9836600,12834000,8085400,0,0,7798200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSCR3,0,0,0,0,0,0,5226200,0,2978700,3123400,0,0,0,0,0,0,0,0,0,0,0,0,510800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPDL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3918700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XPO1,0,0,0,3019700,4069600,5540700,3905000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLXNB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3213000,31419000,33258000,19233000,0,1751900,617480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PFAS,0,1756500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2605000
DCLK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3445400,0,0,0,0,0,0,0,0,0,0,2106900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA0391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5248100,0,0,0,0,0,0,0,0,0,0,2437000,0,0,0,0,0,0,0,0,0,0,737930,0,988530,0,0
NPC1,0,559170,0,0,0,0,0,0,3062500,5627400,4909700,0,3066100,13093000,89011000,154430000,96896000,36735000,18620000,14759000,11855000,10504000,0,3280700,1240900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683530
DEGS1,0,1345700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCAMP1,0,6490200,15862000,21112000,13545000,4853300,0,0,4933600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCAMP2,0,13742000,26677000,55683000,55369000,20204000,11979000,0,17342000,10835000,9090800,0,5614900,0,4835900,6677500,4076600,4449200,7589900,5893700,5800200,23868000,0,14564000,18440000,0,16240000,6035100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2518400,0,12667000
ARPC1B,0,0,0,0,0,0,0,0,0,1995100,4633000,0,4051200,10259000,29585000,60015000,48552000,40381000,29779000,24130000,15552000,10501000,0,5698900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARPC2,0,0,0,0,0,0,0,0,0,4390200,6316600,0,3172400,13781000,76757000,97036000,106050000,91548000,70581000,48608000,25254000,11312000,0,4813200,0,3666500,4734200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARPC3,0,0,0,0,0,0,0,0,0,0,0,0,0,20006000,61666000,97365000,64219000,104590000,55662000,44844000,16913000,16306000,1265500,17132000,3324400,2996900,2187200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BET1,0,0,0,0,0,0,0,2593400,0,3815800,5014000,0,0,3911600,0,0,0,0,0,0,0,0,0,9378700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLSCR1,0,0,0,1730000,2396500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2623900,6618600,0
PGRMC2,0,30480000,23833000,22320000,21959000,16795000,17534000,12887000,8862600,11517000,11396000,0,9941500,9774300,7435600,8516400,4942400,7307100,6568800,5953200,9167800,5018200,9093900,6563200,0,5877600,6850100,0,0,0,4539500,0,0,24688000,0,0,0,0,0,0,0,0,0,0,88344000,0,0,0,0,0,0,0,0,0,0,102600000,0,134710000,45898000,36504000
T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNPAT,0,8137400,3621100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4397300,7664100
ZNF185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30631000,86517000,65648000,0,0,0,0,0,0,0,0
MRPS12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5060600,0,0,0,0,0,0,0,0,0,0,7325500,0,0,0,0,0,0,0,0,0,12958000,4302100,12463000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEPROT,0,3184600,1883900,1507200,2707900,2537600,1818500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3595000,4127000
CLIC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4260600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49171000,16705000,0,6115600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RER1,0,7384200,7967800,8034600,14698000,19783000,35122000,20879000,12475000,16327000,15910000,0,10872000,9022000,8003100,10479000,8925000,0,8523700,10236000,0,9592800,0,8930700,0,0,13173000,9033900,17153000,0,12982000,12384000,0,5332600,12473000,10339000,0,8308800,0,0,0,0,0,0,15602000,0,0,0,0,0,0,0,0,0,0,18737000,0,19177000,17486000,11235000
SURF4,0,13702000,5786100,0,0,0,9978600,0,0,0,4546300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10223000,0,0,0,0,0,0,0,0,0,0,79494000,0,225290000,148590000,57708000
SPTLC1,0,0,0,0,2811700,5584600,7770100,3977600,2586200,4984500,6376600,0,5811500,15086000,11223000,10406000,4683800,6835100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPTLC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2471500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TM9SF1,0,4199400,15095000,17249000,19822000,4663400,1569300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF3D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2351100,10045000,21282000,25807000,34274000,38170000,24182000,0,0,0,0,1402900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF3H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7543300,11516000,22817000,6962500,8771200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCAT2,0,6740700,4972700,10763000,10108000,8788100,13640000,12012000,16853000,18754000,16905000,0,22213000,18657000,24411000,20086000,23284000,23198000,15196000,19272000,23068000,24133000,0,42529000,27418000,37846000,52020000,47105000,54711000,51001000,79450000,75925000,61843000,0,49068000,26844000,15835000,0,0,0,0,0,0,0,856940,0,0,0,0,0,0,0,0,0,0,3897500,0,4019100,3623700,4537100
STX7,0,12233000,8331000,6474400,9094400,12593000,10403000,7840300,5918200,6647600,7422400,0,8216400,9921200,5832500,7793600,7595600,7764100,3957100,4094400,3317100,0,2620700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3387000,11027000,13221000
SLC16A3,0,0,0,0,0,1027600,2643100,6444800,20872000,38200000,24733000,0,11571000,6101100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC31A1,0,0,0,0,0,0,0,0,4730400,3310200,3342100,0,6387800,5991800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCC4,0,0,0,0,0,0,0,0,0,0,5260200,0,12857000,15248000,8060600,4092600,692300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P4HA2,0,23463000,134100000,131900000,20974000,2284300,0,0,0,0,0,0,42824000,32399000,7185400,1589400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3686500
ARPC5,0,0,0,0,0,0,0,0,0,8623600,0,0,0,22182000,55523000,128510000,87034000,78969000,67558000,51799000,29561000,22081000,2400800,12232000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAPBP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5310900,18099000,23069000,28140000,45326000,48184000,81727000,0,37223000,49208000,36288000,66479000,31403000,0,26531000,0,20896000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SGSM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYB5B,0,15495000,17798000,18222000,16385000,16276000,15543000,10692000,9510000,5778700,11049000,0,0,0,0,0,0,0,0,0,7938800,0,0,11791000,0,0,0,0,0,0,0,0,0,7260900,0,0,0,0,0,0,0,0,0,0,38743000,0,0,0,0,0,0,0,0,0,0,51176000,0,89782000,41545000,25065000
PHGDH,0,39949000,28778000,18076000,9150300,5197100,2455400,1142600,0,0,0,0,0,532390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4313400,12835000,33010000
NDUFS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11143000,19732000,86015000,338700000,478250000,466130000,226230000,193560000,150200000,0,98954000,58885000,68864000,38990000,52238000,39136000,0,0,0,0,0,0,0,0,0
IRAK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1847900,0,0,0,0
DYNC1LI2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5856600,0,0,0,0,0,0,0,0,0,0,4758400,0,0,0,0,0,0,0,0,0,0,1416000,0,0,0,0,0,0,0,0,0,0,1066000,0,0,0,0
PSMD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6915800,0,0,0,0,0,0,0,0,0,0,0,0,0,4490900,14824000,47446000,31687000,10942000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZW10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9499500,0,19355000,26444000,30618000,22046000,10335000,7686000,8904800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B4GALT5,0,2339300,2578900,1659500,2978800,0,1518000,2103300,3218800,3417300,2953400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1482300,3513300
GPAA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9065200,6981300,8742900,10654000,0,9669300,12557000,0,8107100,13529000,10769000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYRM1,0,0,0,0,0,0,0,0,0,0,0,5678800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2365800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172000,0,0
TXNL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9528500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPD52L2,0,5822400,1222300,543410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1702800,0,0,0,0,0,0,0,0,0,0,18436000,0,0,0,0,0,0,0,0,0,0,52598000,0,0,0,0,0,0,0,0,0,0,59214000,0,49527000,18769000,10480000
